Zeit [h],Temperatur [°C],Globalstrahlung [kWh/m²],Heizwärmebedarf [kWh]
3162,18.17,0.22,0.00
3163,16.95,0.18,0.00
3164,15.00,0.10,0.00
3165,14.37,0.03,0.00
3166,13.95,0.00,0.00
3167,14.58,0.00,0.00
3168,13.90,0.00,0.00
3169,12.62,0.00,0.00
3170,11.82,0.00,0.00
3171,12.22,0.00,0.00
3172,12.73,0.00,0.00
3173,13.33,0.00,0.00
3174,14.18,0.00,0.00
3175,15.55,0.04,0.00
3176,17.07,0.09,0.00
3177,17.33,0.14,0.00
3178,17.90,0.16,0.00
3179,19.95,0.19,0.00
3180,20.02,0.15,0.00
3181,21.37,0.21,0.00
3182,22.35,0.17,0.00
3183,21.38,0.23,0.00
3184,15.72,0.25,0.00
3185,15.18,0.29,0.00
3186,15.82,0.28,0.00
3187,15.50,0.19,0.00
3188,14.58,0.11,0.00
3189,13.73,0.04,0.00
3190,13.70,0.00,0.00
3191,13.32,0.00,0.00
3192,12.87,0.00,0.00
3193,12.33,0.00,0.00
3194,12.30,0.00,0.00
3195,11.97,0.00,0.00
3196,10.97,0.00,0.00
3197,11.13,0.00,0.00
3198,11.30,0.00,0.00
3199,12.77,0.03,0.00
3200,15.20,0.06,0.00
3201,17.18,0.13,0.00
3202,18.18,0.21,0.00
3203,19.55,0.22,0.00
3204,20.10,0.23,0.00
3205,20.72,0.26,0.00
3206,21.75,0.27,0.00
3207,21.00,0.28,0.00
3208,20.90,0.22,0.00
3209,19.02,0.16,0.00
3210,15.40,0.19,0.00
3211,15.12,0.13,0.00
3212,12.32,0.07,0.00
3213,11.70,0.03,0.00
3214,12.62,0.00,0.00
3215,10.92,0.00,0.00
3216,10.35,0.00,0.00
3217,9.00,0.00,0.00
3218,8.40,0.00,0.00
3219,8.52,0.00,0.00
3220,8.07,0.00,0.00
3221,7.82,0.00,0.00
3222,8.30,0.00,0.00
3223,9.67,0.03,0.00
3224,13.82,0.09,0.00
3225,16.83,0.13,0.00
3226,18.53,0.20,0.00
3227,19.30,0.25,0.00
3228,20.58,0.23,0.00
3229,21.47,0.25,0.00
3230,22.12,0.25,0.00
3231,22.28,0.38,0.00
3232,22.77,0.23,0.00
3233,22.78,0.28,0.00
3234,21.52,0.16,0.00
3235,17.85,0.14,0.00
3236,14.40,0.03,0.00
3237,12.92,0.01,0.00
3238,12.17,0.00,0.00
3239,11.63,0.00,0.00
3240,12.28,0.00,0.00
3241,11.90,0.00,0.00
3242,10.40,0.00,0.00
3243,9.55,0.00,0.00
3244,8.57,0.00,0.00
3245,9.02,0.00,0.00
3246,12.25,0.00,0.00
3247,14.65,0.01,0.00
3248,17.15,0.07,0.00
3249,20.40,0.09,0.00
3250,22.95,0.17,0.00
3251,24.23,0.20,0.00
3252,25.38,0.34,0.00
3253,26.13,0.38,0.00
3254,26.88,0.32,0.00
3255,27.25,0.32,0.00
3256,27.42,0.16,0.00
3257,27.38,0.08,0.00
3258,26.08,0.17,0.00
3259,21.77,0.02,0.00
3260,18.67,0.04,0.00
3261,17.18,0.03,0.00
3262,15.82,0.00,0.00
3263,14.57,0.00,0.00
3264,13.30,0.00,0.00
3265,12.33,0.00,0.00
3266,11.75,0.00,0.00
3267,11.05,0.00,0.00
3268,11.32,0.00,0.00
3269,12.02,0.00,0.00
3270,14.03,0.00,0.00
3271,16.98,0.02,0.00
3272,19.98,0.08,0.00
3273,23.80,0.10,0.00
3274,26.35,0.23,0.00
3275,27.55,0.19,0.00
3276,28.27,0.29,0.00
3277,28.73,0.28,0.00
3278,29.23,0.29,0.00
3279,29.67,0.33,0.00
3280,29.88,0.23,0.00
3281,29.27,0.26,0.00
3282,27.87,0.18,0.00
3283,23.57,0.15,0.00
3284,20.35,0.03,0.00
3285,18.27,0.01,0.00
3286,16.63,0.00,0.00
3287,15.63,0.00,0.00
3288,14.93,0.00,0.00
3289,14.67,0.00,0.00
3290,15.38,0.00,0.00
3291,15.43,0.00,0.00
3292,15.37,0.00,0.00
3293,16.88,0.00,0.00
3294,18.70,0.00,0.00
3295,19.98,0.03,0.00
3296,19.32,0.06,0.00
3297,19.88,0.16,0.00
3298,21.05,0.14,0.00
3299,21.40,0.21,0.00
3300,23.12,0.25,0.00
3301,19.57,0.31,0.00
3302,20.73,0.28,0.00
3303,21.88,0.25,0.00
3304,21.93,0.30,0.00
3305,22.78,0.19,0.00
3306,22.15,0.15,0.00
3307,21.15,0.15,0.00
3308,18.95,0.07,0.00
3309,17.68,0.04,0.00
3310,16.88,0.00,0.00
3311,18.30,0.00,0.00
3312,16.52,0.00,0.00
3313,15.68,0.00,0.00
3314,15.90,0.00,0.00
3315,14.77,0.00,0.00
3316,13.90,0.00,0.00
3317,13.12,0.00,0.00
3318,12.30,0.00,0.00
3319,12.07,0.04,0.00
3320,12.02,0.06,0.00
3321,11.90,0.07,0.00
3322,11.92,0.07,0.00
3323,11.63,0.15,0.00
3324,11.65,0.26,0.00
3325,11.57,0.29,0.00
3326,11.67,0.26,0.00
3327,12.48,0.24,0.00
3328,12.57,0.24,0.00
3329,13.12,0.21,0.00
3330,13.13,0.20,0.00
3331,12.25,0.18,0.00
3332,11.05,0.10,0.00
3333,9.47,0.02,0.00
3334,9.90,0.00,0.00
3335,9.38,0.00,0.00
3336,9.35,0.00,0.00
3337,8.93,0.00,0.00
3338,8.10,0.00,0.00
3339,6.95,0.00,0.00
3340,6.77,0.00,0.00
3341,7.68,0.00,0.00
3342,8.87,0.00,0.00
3343,10.37,0.04,0.00
3344,11.25,0.10,0.00
3345,12.12,0.15,0.00
3346,13.02,0.14,0.00
3347,14.27,0.14,0.00
3348,15.12,0.14,0.00
3349,15.62,0.21,0.00
3350,15.88,0.29,0.00
3351,16.80,0.24,0.00
3352,16.58,0.20,0.00
3353,16.63,0.20,0.00
3354,16.48,0.15,0.00
3355,14.72,0.14,0.00
3356,11.18,0.10,0.00
3357,9.33,0.02,0.00
3358,8.15,0.00,0.00
3359,7.37,0.00,0.00
3360,6.60,0.00,0.00
3361,6.10,0.00,0.00
3362,5.72,0.00,0.00
3363,5.22,0.00,0.00
3364,5.03,0.00,0.00
3365,6.07,0.00,0.00
3366,7.38,0.00,0.00
3367,8.93,0.02,0.00
3368,12.38,0.10,0.00
3369,15.63,0.18,0.00
3370,17.40,0.17,0.00
3371,18.63,0.31,0.00
3372,19.57,0.35,0.00
3373,19.90,0.31,0.00
3374,20.67,0.41,0.00
3375,21.18,0.23,0.00
3376,20.60,0.28,0.00
3377,20.07,0.16,0.00
3378,19.60,0.18,0.00
3379,18.55,0.01,0.00
3380,15.25,0.04,0.00
3381,12.65,0.02,0.00
3382,11.32,0.00,0.00
3383,10.45,0.00,0.00
3384,9.72,0.00,0.00
3385,9.22,0.00,0.00
3386,8.78,0.00,0.00
3387,8.17,0.00,0.00
3388,8.00,0.00,0.00
3389,8.92,0.00,0.00
3390,11.07,0.00,0.00
3391,13.38,0.01,0.00
3392,16.40,0.10,0.00
3393,19.12,0.14,0.00
3394,21.83,0.21,0.00
3395,23.20,0.32,0.00
3396,23.72,0.36,0.00
3397,24.33,0.39,0.00
3398,24.42,0.32,0.00
3399,25.03,0.40,0.00
3400,25.33,0.36,0.00
3401,24.82,0.27,0.00
3402,22.80,0.20,0.00
3403,20.30,0.18,0.00
3404,17.12,0.10,0.00
3405,16.15,0.04,0.00
3406,15.50,0.00,0.00
3407,14.82,0.00,0.00
3408,14.10,0.00,0.00
3409,13.15,0.00,0.00
3410,12.05,0.00,0.00
3411,11.38,0.00,0.00
3412,11.20,0.00,0.00
3413,11.85,0.00,0.00
3414,14.65,0.00,0.00
3415,16.48,0.04,0.00
3416,18.98,0.10,0.00
3417,21.48,0.08,0.00
3418,23.45,0.03,0.00
3419,24.75,0.22,0.00
3420,24.95,0.29,0.00
3421,25.98,0.39,0.00
3422,25.98,0.42,0.00
3423,25.45,0.40,0.00
3424,25.37,0.36,0.00
3425,24.08,0.29,0.00
3426,22.60,0.24,0.00
3427,21.03,0.08,0.00
3428,19.18,0.06,0.00
3429,18.02,0.05,0.00
3430,16.80,0.00,0.00
3431,16.05,0.00,0.00
3432,14.20,0.00,0.00
3433,12.55,0.00,0.00
3434,12.25,0.00,0.00
3435,13.10,0.00,0.00
3436,13.40,0.00,0.00
3437,13.97,0.00,0.00
3438,14.87,0.00,0.00
3439,16.13,0.04,0.00
3440,18.12,0.10,0.00
3441,19.18,0.14,0.00
3442,20.20,0.16,0.00
3443,21.38,0.31,0.00
3444,21.93,0.37,0.00
3445,22.68,0.40,0.00
3446,23.02,0.38,0.00
3447,23.13,0.41,0.00
3448,22.95,0.33,0.00
3449,22.25,0.31,0.00
3450,21.70,0.19,0.00
3451,20.70,0.18,0.00
3452,18.42,0.09,0.00
3453,16.43,0.04,0.00
3454,15.93,0.00,0.00
3455,13.93,0.00,0.00
3456,13.08,0.00,0.00
3457,12.22,0.00,0.00
3458,11.83,0.00,0.00
3459,11.73,0.00,0.00
3460,11.27,0.00,0.00
3461,10.98,0.00,0.00
3462,13.20,0.00,0.00
3463,15.58,0.04,0.00
3464,17.05,0.09,0.00
3465,18.25,0.20,0.00
3466,19.77,0.21,0.00
3467,20.87,0.22,0.00
3468,22.18,0.23,0.00
3469,23.07,0.28,0.00
3470,24.02,0.32,0.00
3471,24.55,0.29,0.00
3472,24.52,0.27,0.00
3473,23.43,0.26,0.00
3474,22.45,0.18,0.00
3475,21.68,0.16,0.00
3476,19.13,0.11,0.00
3477,16.45,0.04,0.00
3478,15.13,0.00,0.00
3479,14.27,0.00,0.00
3480,14.10,0.00,0.00
3481,12.78,0.00,0.00
3482,12.25,0.00,0.00
3483,12.40,0.00,0.00
3484,12.17,0.00,0.00
3485,13.13,0.00,0.00
3486,15.07,0.00,0.00
3487,16.77,0.04,0.00
3488,18.92,0.10,0.00
3489,20.80,0.12,0.00
3490,22.78,0.20,0.00
3491,24.37,0.31,0.00
3492,25.45,0.32,0.00
3493,26.28,0.39,0.00
3494,26.82,0.34,0.00
3495,27.28,0.34,0.00
3496,27.22,0.37,0.00
3497,26.78,0.31,0.00
3498,25.65,0.25,0.00
3499,24.35,0.09,0.00
3500,22.68,0.08,0.00
3501,20.53,0.01,0.00
3502,18.43,0.00,0.00
3503,16.98,0.00,0.00
3504,16.03,0.00,0.00
3505,15.10,0.00,0.00
3506,14.08,0.00,0.00
3507,14.22,0.00,0.00
3508,13.00,0.00,0.00
3509,14.48,0.00,0.00
3510,16.75,0.00,0.00
3511,19.32,0.00,0.00
3512,22.30,0.05,0.00
3513,25.50,0.07,0.00
3514,27.55,0.08,0.00
3515,28.57,0.07,0.00
3516,29.93,0.06,0.00
3517,30.73,0.07,0.00
3518,31.25,0.10,0.00
3519,31.52,0.11,0.00
3520,31.55,0.12,0.00
3521,31.13,0.12,0.00
3522,29.48,0.07,0.00
3523,25.20,0.04,0.00
3524,22.27,0.00,0.00
3525,20.52,0.01,0.00
3526,19.75,0.00,0.00
3527,18.95,0.00,0.00
3528,17.65,0.00,0.00
3529,16.67,0.00,0.00
3530,15.98,0.00,0.00
3531,15.12,0.00,0.00
3532,14.60,0.00,0.00
3533,16.37,0.00,0.00
3534,18.90,0.00,0.00
3535,21.07,0.03,0.00
3536,22.37,0.04,0.00
3537,23.67,0.08,0.00
3538,25.40,0.20,0.00
3539,28.55,0.25,0.00
3540,30.60,0.19,0.00
3541,31.77,0.23,0.00
3542,32.13,0.32,0.00
3543,32.83,0.20,0.00
3544,32.93,0.22,0.00
3545,31.05,0.16,0.00
3546,27.75,0.01,0.00
3547,26.33,0.02,0.00
3548,24.68,0.05,0.00
3549,23.40,0.02,0.00
3550,21.07,0.00,0.00
3551,20.30,0.00,0.00
3552,19.12,0.00,0.00
3553,17.80,0.00,0.00
3554,17.05,0.00,0.00
3555,16.43,0.00,0.00
3556,16.10,0.00,0.00
3557,16.70,0.00,0.00
3558,18.92,0.00,0.00
3559,21.27,0.04,0.00
3560,24.03,0.06,0.00
3561,26.87,0.09,0.00
3562,28.35,0.18,0.00
3563,30.53,0.25,0.00
3564,31.55,0.15,0.00
3565,32.02,0.21,0.00
3566,32.15,0.20,0.00
3567,32.27,0.18,0.00
3568,29.92,0.20,0.00
3569,27.05,0.15,0.00
3570,25.77,0.10,0.00
3571,23.63,0.07,0.00
3572,20.83,0.07,0.00
3573,20.07,0.01,0.00
3574,20.45,0.00,0.00
3575,20.72,0.00,0.00
3576,20.57,0.00,0.00
3577,20.38,0.00,0.00
3578,19.60,0.00,0.00
3579,19.20,0.00,0.00
3580,19.28,0.00,0.00
3581,19.38,0.00,0.00
3582,20.48,0.00,0.00
3583,22.08,0.04,0.00
3584,24.02,0.06,0.00
3585,25.38,0.16,0.00
3586,26.02,0.12,0.00
3587,26.05,0.07,0.00
3588,25.88,0.14,0.00
3589,25.68,0.35,0.00
3590,25.60,0.40,0.00
3591,24.28,0.28,0.00
3592,22.73,0.34,0.00
3593,23.30,0.33,0.00
3594,23.62,0.25,0.00
3595,22.87,0.07,0.00
3596,21.47,0.10,0.00
3597,19.68,0.02,0.00
3598,18.23,0.00,0.00
3599,16.27,0.00,0.00
3600,14.77,0.00,0.00
3601,14.02,0.00,0.00
3602,13.70,0.00,0.00
3603,13.18,0.00,0.00
3604,12.93,0.00,0.00
3605,13.33,0.00,0.00
3606,14.53,0.00,0.00
3607,16.72,0.04,0.00
3608,18.63,0.10,0.00
3609,19.92,0.19,0.00
3610,21.18,0.26,0.00
3611,22.62,0.32,0.00
3612,23.42,0.34,0.00
3613,24.05,0.42,0.00
3614,24.98,0.41,0.00
3615,24.92,0.40,0.00
3616,25.08,0.12,0.00
3617,24.93,0.17,0.00
3618,24.07,0.24,0.00
3619,23.03,0.07,0.00
3620,21.42,0.10,0.00
3621,19.73,0.02,0.00
3622,16.63,0.00,0.00
3623,15.38,0.00,0.00
3624,14.18,0.00,0.00
3625,13.65,0.00,0.00
3626,13.78,0.00,0.00
3627,13.25,0.00,0.00
3628,13.17,0.00,0.00
3629,13.98,0.00,0.00
3630,15.40,0.00,0.00
3631,17.13,0.04,0.00
3632,19.93,0.09,0.00
3633,22.43,0.12,0.00
3634,24.67,0.25,0.00
3635,25.53,0.32,0.00
3636,26.70,0.37,0.00
3637,26.90,0.41,0.00
3638,27.90,0.42,0.00
3639,26.68,0.31,0.00
3640,26.70,0.08,0.00
3641,27.67,0.17,0.00
3642,27.07,0.06,0.00
3643,24.90,0.06,0.00
3644,21.95,0.05,0.00
3645,19.92,0.03,0.00
3646,19.83,0.00,0.00
3647,18.82,0.00,0.00
3648,18.57,0.00,0.00
3649,17.42,0.00,0.00
3650,16.62,0.00,0.00
3651,16.00,0.00,0.00
3652,16.07,0.00,0.00
3653,16.97,0.00,0.00
3654,18.63,0.00,0.00
3655,20.38,0.04,0.00
3656,22.28,0.09,0.00
3657,24.90,0.19,0.00
3658,26.90,0.27,0.00
3659,27.57,0.31,0.00
3660,25.25,0.33,0.00
3661,24.42,0.39,0.00
3662,24.80,0.42,0.00
3663,22.63,0.42,0.00
3664,23.60,0.37,0.00
3665,25.12,0.32,0.00
3666,24.50,0.25,0.00
3667,24.05,0.19,0.00
3668,22.33,0.10,0.00
3669,21.10,0.05,0.00
3670,20.12,0.00,0.00
3671,19.63,0.00,0.00
3672,19.37,0.00,0.00
3673,18.52,0.00,0.00
3674,18.15,0.00,0.00
3675,18.30,0.00,0.00
3676,18.03,0.00,0.00
3677,18.02,0.00,0.00
3678,18.30,0.00,0.00
3679,19.08,0.02,0.00
3680,21.47,0.11,0.00
3681,23.55,0.19,0.00
3682,24.98,0.25,0.00
3683,25.70,0.31,0.00
3684,26.60,0.36,0.00
3685,26.85,0.40,0.00
3686,26.25,0.39,0.00
3687,25.70,0.40,0.00
3688,25.22,0.37,0.00
3689,24.38,0.29,0.00
3690,23.57,0.24,0.00
3691,22.32,0.20,0.00
3692,21.67,0.10,0.00
3693,20.75,0.05,0.00
3694,18.67,0.00,0.00
3695,17.47,0.00,0.00
3696,17.05,0.00,0.00
3697,16.68,0.00,0.00
3698,16.37,0.00,0.00
3699,15.45,0.00,0.00
3700,14.73,0.00,0.00
3701,14.48,0.00,0.00
3702,15.03,0.00,0.00
3703,15.15,0.05,0.00
3704,15.32,0.11,0.00
3705,16.18,0.19,0.00
3706,16.95,0.23,0.00
3707,17.35,0.21,0.00
3708,18.57,0.28,0.00
3709,19.08,0.37,0.00
3710,19.73,0.42,0.00
3711,19.60,0.35,0.00
3712,18.90,0.21,0.00
3713,19.03,0.17,0.00
3714,15.92,0.22,0.00
3715,15.40,0.11,0.00
3716,13.88,0.10,0.00
3717,12.47,0.05,0.00
3718,11.53,0.00,0.00
3719,10.88,0.00,0.00
3720,10.57,0.00,0.00
3721,9.92,0.00,0.00
3722,10.07,0.00,0.00
3723,9.83,0.00,0.00
3724,10.45,0.00,0.00
3725,10.68,0.00,0.00
3726,11.55,0.00,0.00
3727,12.48,0.04,0.00
3728,14.45,0.11,0.00
3729,16.90,0.15,0.00
3730,18.57,0.16,0.00
3731,20.12,0.15,0.00
3732,20.83,0.18,0.00
3733,21.78,0.22,0.00
3734,22.50,0.24,0.00
3735,22.67,0.23,0.00
3736,22.95,0.18,0.00
3737,22.85,0.18,0.00
3738,22.27,0.15,0.00
3739,21.32,0.15,0.00
3740,16.80,0.07,0.00
3741,14.83,0.05,0.00
3742,13.40,0.00,0.00
3743,12.57,0.00,0.00
3744,12.12,0.00,0.00
3745,11.93,0.00,0.00
3746,11.80,0.00,0.00
3747,11.35,0.00,0.00
3748,11.88,0.00,0.00
3749,13.50,0.00,0.00
3750,14.88,0.00,0.00
3751,14.47,0.04,0.00
3752,14.17,0.11,0.00
3753,14.82,0.13,0.00
3754,14.65,0.14,0.00
3755,16.60,0.23,0.00
3756,16.82,0.20,0.00
3757,17.63,0.20,0.00
3758,18.23,0.19,0.00
3759,14.50,0.19,0.00
3760,13.22,0.20,0.00
3761,12.82,0.22,0.00
3762,11.57,0.21,0.00
3763,12.47,0.16,0.00
3764,12.08,0.11,0.00
3765,11.55,0.06,0.00
3766,11.47,0.00,0.00
3767,10.95,0.00,0.00
3768,10.30,0.00,0.00
3769,10.08,0.00,0.00
3770,10.13,0.00,0.00
3771,10.22,0.00,0.00
3772,10.67,0.00,0.00
3773,10.87,0.00,0.00
3774,11.20,0.00,0.00
3775,11.40,0.01,0.00
3776,12.22,0.10,0.00
3777,12.87,0.19,0.00
3778,13.45,0.17,0.00
3779,13.40,0.30,0.00
3780,14.85,0.31,0.00
3781,15.18,0.31,0.00
3782,16.92,0.42,0.00
3783,17.25,0.41,0.00
3784,16.53,0.38,0.00
3785,17.62,0.26,0.00
3786,17.80,0.26,0.00
3787,17.17,0.20,0.00
3788,15.67,0.12,0.00
3789,14.60,0.05,0.00
3790,14.02,0.00,0.00
3791,13.33,0.00,0.00
3792,12.57,0.00,0.00
3793,11.35,0.00,0.00
3794,10.58,0.00,0.00
3795,9.93,0.00,0.00
3796,10.12,0.00,0.00
3797,10.82,0.00,0.00
3798,12.63,0.00,0.00
3799,14.75,0.06,0.00
3800,16.75,0.12,0.00
3801,18.03,0.21,0.00
3802,19.25,0.28,0.00
3803,20.82,0.34,0.00
3804,22.02,0.37,0.00
3805,23.12,0.41,0.00
3806,23.93,0.31,0.00
3807,24.25,0.29,0.00
3808,24.70,0.27,0.00
3809,24.90,0.19,0.00
3810,24.43,0.14,0.00
3811,23.77,0.16,0.00
3812,19.80,0.12,0.00
3813,16.87,0.05,0.00
3814,15.72,0.00,0.00
3815,13.90,0.00,0.00
3816,13.18,0.00,0.00
3817,12.70,0.00,0.00
3818,13.10,0.00,0.00
3819,11.72,0.00,0.00
3820,11.42,0.00,0.00
3821,12.98,0.00,0.00
3822,13.85,0.00,0.00
3823,15.18,0.04,0.00
3824,17.05,0.10,0.00
3825,16.63,0.21,0.00
3826,16.37,0.26,0.00
3827,17.95,0.28,0.00
3828,17.78,0.32,0.00
3829,19.12,0.40,0.00
3830,18.18,0.42,0.00
3831,20.30,0.33,0.00
3832,21.58,0.37,0.00
3833,21.50,0.35,0.00
3834,20.52,0.25,0.00
3835,18.35,0.14,0.00
3836,15.80,0.12,0.00
3837,13.45,0.06,0.00
3838,12.17,0.00,0.00
3839,12.08,0.00,0.00
3840,10.62,0.00,0.00
3841,9.47,0.00,0.00
3842,9.17,0.00,0.00
3843,8.58,0.00,0.00
3844,8.18,0.00,0.00
3845,9.07,0.00,0.00
3846,11.53,0.00,0.00
3847,14.23,0.05,0.00
3848,17.23,0.08,0.00
3849,19.88,0.16,0.00
3850,21.17,0.18,0.00
3851,21.65,0.17,0.00
3852,22.77,0.15,0.00
3853,23.85,0.19,0.00
3854,24.45,0.19,0.00
3855,24.88,0.15,0.00
3856,25.33,0.16,0.00
3857,25.25,0.16,0.00
3858,24.88,0.15,0.00
3859,22.67,0.18,0.00
3860,19.23,0.12,0.00
3861,17.18,0.04,0.00
3862,15.70,0.00,0.00
3863,14.42,0.00,0.00
3864,13.57,0.00,0.00
3865,12.88,0.00,0.00
3866,12.12,0.00,0.00
3867,11.75,0.00,0.00
3868,11.48,0.00,0.00
3869,13.32,0.00,0.00
3870,15.73,0.00,0.00
3871,18.03,0.04,0.00
3872,20.45,0.08,0.00
3873,23.17,0.19,0.00
3874,25.32,0.21,0.00
3875,27.00,0.25,0.00
3876,28.33,0.23,0.00
3877,29.73,0.32,0.00
3878,30.22,0.34,0.00
3879,29.18,0.39,0.00
3880,28.97,0.30,0.00
3881,28.38,0.27,0.00
3882,27.87,0.24,0.00
3883,26.75,0.20,0.00
3884,25.32,0.11,0.00
3885,24.38,0.05,0.00
3886,23.78,0.00,0.00
3887,23.15,0.00,0.00
3888,22.95,0.00,0.00
3889,22.85,0.00,0.00
3890,21.37,0.00,0.00
3891,19.97,0.00,0.00
3892,18.85,0.00,0.00
3893,18.38,0.00,0.00
3894,17.88,0.00,0.00
3895,17.92,0.05,0.00
3896,19.13,0.11,0.00
3897,19.72,0.11,0.00
3898,21.12,0.17,0.00
3899,21.47,0.32,0.00
3900,22.08,0.34,0.00
3901,22.02,0.35,0.00
3902,22.35,0.32,0.00
3903,22.70,0.34,0.00
3904,22.27,0.27,0.00
3905,21.95,0.27,0.00
3906,21.23,0.16,0.00
3907,20.17,0.10,0.00
3908,18.17,0.09,0.00
3909,15.62,0.06,0.00
3910,13.93,0.00,0.00
3911,12.40,0.00,0.00
3912,11.02,0.00,0.00
3913,11.98,0.00,0.00
3914,11.28,0.00,0.00
3915,10.68,0.00,0.00
3916,9.97,0.00,0.00
3917,10.58,0.00,0.00
3918,12.30,0.00,0.00
3919,15.13,0.05,0.00
3920,17.02,0.11,0.00
3921,18.47,0.21,0.00
3922,19.52,0.25,0.00
3923,20.50,0.29,0.00
3924,21.92,0.37,0.00
3925,23.05,0.41,0.00
3926,24.17,0.31,0.00
3927,24.43,0.39,0.00
3928,24.98,0.28,0.00
3929,24.62,0.32,0.00
3930,22.83,0.26,0.00
3931,21.77,0.17,0.00
3932,20.52,0.13,0.00
3933,19.18,0.05,0.00
3934,18.00,0.01,0.00
3935,16.57,0.00,0.00
3936,15.92,0.00,0.00
3937,15.05,0.00,0.00
3938,13.57,0.00,0.00
3939,12.55,0.00,0.00
3940,11.95,0.00,0.00
3941,13.25,0.00,0.00
3942,14.88,0.00,0.00
3943,16.98,0.05,0.00
3944,19.52,0.12,0.00
3945,21.75,0.21,0.00
3946,23.43,0.27,0.00
3947,24.93,0.34,0.00
3948,25.95,0.38,0.00
3949,26.63,0.40,0.00
3950,27.55,0.42,0.00
3951,27.78,0.34,0.00
3952,27.98,0.24,0.00
3953,27.88,0.26,0.00
3954,26.93,0.27,0.00
3955,25.80,0.18,0.00
3956,23.17,0.13,0.00
3957,21.07,0.06,0.00
3958,20.37,0.01,0.00
3959,17.75,0.00,0.00
3960,16.50,0.00,0.00
3961,15.33,0.00,0.00
3962,14.40,0.00,0.00
3963,13.60,0.00,0.00
3964,13.22,0.00,0.00
3965,15.08,0.00,0.00
3966,17.40,0.00,0.00
3967,19.63,0.01,0.00
3968,22.00,0.05,0.00
3969,25.02,0.14,0.00
3970,27.52,0.16,0.00
3971,28.58,0.16,0.00
3972,29.75,0.12,0.00
3973,30.50,0.13,0.00
3974,29.98,0.09,0.00
3975,27.98,0.09,0.00
3976,26.30,0.13,0.00
3977,25.88,0.12,0.00
3978,26.40,0.07,0.00
3979,25.58,0.01,0.00
3980,24.40,0.02,0.00
3981,24.15,0.01,0.00
3982,22.83,0.00,0.00
3983,21.48,0.00,0.00
3984,19.97,0.00,0.00
3985,18.33,0.00,0.00
3986,17.52,0.00,0.00
3987,16.72,0.00,0.00
3988,15.92,0.00,0.00
3989,15.48,0.00,0.00
3990,16.20,0.00,0.00
3991,17.42,0.04,0.00
3992,18.60,0.05,0.00
3993,19.67,0.05,0.00
3994,20.32,0.16,0.00
3995,20.73,0.18,0.00
3996,20.95,0.17,0.00
3997,21.32,0.15,0.00
3998,21.93,0.11,0.00
3999,21.90,0.12,0.00
4000,21.73,0.17,0.00
4001,21.45,0.13,0.00
4002,20.82,0.11,0.00
4003,20.05,0.08,0.00
4004,18.53,0.02,0.00
4005,16.77,0.01,0.00
4006,15.80,0.00,0.00
4007,16.10,0.00,0.00
4008,13.93,0.00,0.00
4009,12.22,0.00,0.00
4010,11.65,0.00,0.00
4011,11.22,0.00,0.00
4012,10.70,0.00,0.00
4013,12.33,0.00,0.00
4014,13.18,0.00,0.00
4015,14.00,0.04,0.00
4016,14.93,0.12,0.00
4017,15.68,0.18,0.00
4018,16.77,0.26,0.00
4019,18.58,0.34,0.00
4020,21.50,0.37,0.00
4021,22.62,0.26,0.00
4022,22.87,0.42,0.00
4023,22.75,0.24,0.00
4024,23.27,0.30,0.00
4025,24.20,0.26,0.00
4026,23.22,0.27,0.00
4027,22.28,0.20,0.00
4028,21.77,0.09,0.00
4029,21.35,0.04,0.00
4030,20.35,0.01,0.00
4031,19.57,0.00,0.00
4032,18.88,0.00,0.00
4033,18.73,0.00,0.00
4034,18.18,0.00,0.00
4035,17.92,0.00,0.00
4036,18.00,0.00,0.00
4037,18.52,0.00,0.00
4038,19.75,0.00,0.00
4039,21.20,0.05,0.00
4040,22.23,0.10,0.00
4041,23.27,0.14,0.00
4042,23.30,0.20,0.00
4043,24.10,0.22,0.00
4044,24.82,0.30,0.00
4045,25.45,0.39,0.00
4046,26.45,0.40,0.00
4047,26.97,0.41,0.00
4048,27.13,0.38,0.00
4049,27.00,0.34,0.00
4050,26.42,0.26,0.00
4051,25.53,0.09,0.00
4052,23.92,0.12,0.00
4053,20.48,0.06,0.00
4054,17.58,0.01,0.00
4055,16.18,0.00,0.00
4056,15.32,0.00,0.00
4057,14.67,0.00,0.00
4058,13.60,0.00,0.00
4059,13.97,0.00,0.00
4060,14.07,0.00,0.00
4061,15.30,0.00,0.00
4062,17.37,0.00,0.00
4063,19.75,0.05,0.00
4064,22.85,0.10,0.00
4065,25.42,0.12,0.00
4066,27.78,0.21,0.00
4067,28.83,0.33,0.00
4068,30.03,0.38,0.00
4069,30.62,0.41,0.00
4070,31.40,0.43,0.00
4071,32.17,0.39,0.00
4072,32.08,0.36,0.00
4073,32.17,0.32,0.00
4074,30.95,0.18,0.00
4075,27.40,0.17,0.00
4076,22.83,0.12,0.00
4077,21.03,0.07,0.00
4078,18.82,0.01,0.00
4079,17.15,0.00,0.00
4080,16.02,0.00,0.00
4081,15.05,0.00,0.00
4082,14.45,0.00,0.00
4083,14.43,0.00,0.00
4084,14.27,0.00,0.00
4085,16.12,0.00,0.00
4086,18.63,0.00,0.00
4087,21.33,0.05,0.00
4088,24.03,0.10,0.00
4089,27.53,0.19,0.00
4090,30.82,0.25,0.00
4091,32.25,0.32,0.00
